PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22182851","Neurophysiological evaluation of segmental motor neuron function of the thoracic cord in chronic SCI","Frostell A, Mattsson P, Persson JK, Hedman B, Nordblom J, Lindenryd A, Trok K, Brundin L, Svensson M.","Spinal Cord. 2012 Apr;50(4):315-9. doi: 10.1038/sc.2011.155. Epub 2011 Dec 20.","Frostell A","Spinal Cord","2012","2011/12/21","","","10.1038/sc.2011.155"
"20167672","Central and peripheral contributions to neuromuscular fatigue induced by a 24-h treadmill run","Martin V, Kerhervé H, Messonnier LA, Banfi JC, Geyssant A, Bonnefoy R, Féasson L, Millet GY.","J Appl Physiol (1985). 2010 May;108(5):1224-33. doi: 10.1152/japplphysiol.01202.2009. Epub 2010 Feb 18.","Martin V","J Appl Physiol (1985)","2010","2010/02/20","","","10.1152/japplphysiol.01202.2009"
"19881006","Knee extension and flexion weakness in people with knee osteoarthritis: is antagonist cocontraction a factor?","Heiden TL, Lloyd DG, Ackland TR.","J Orthop Sports Phys Ther. 2009 Nov;39(11):807-15. doi: 10.2519/jospt.2009.3079.","Heiden TL","J Orthop Sports Phys Ther","2009","2009/11/03","","","10.2519/jospt.2009.3079"
"19342256","The use of EMG biofeedback for learning of selective activation of intra-muscular parts within the serratus anterior muscle: a novel approach for rehabilitation of scapular muscle imbalance","Holtermann A, Mork PJ, Andersen LL, Olsen HB, Søgaard K.","J Electromyogr Kinesiol. 2010 Apr;20(2):359-65. doi: 10.1016/j.jelekin.2009.02.009. Epub 2009 Apr 1.","Holtermann A","J Electromyogr Kinesiol","2010","2009/04/04","","","10.1016/j.jelekin.2009.02.009"
"16355074","Why does knee extensor muscles torque decrease after eccentric-type exercise?","Martin V, Millet GY, Lattier G, Perrod L.","J Sports Med Phys Fitness. 2005 Jun;45(2):143-51.","Martin V","J Sports Med Phys Fitness","2005","2005/12/16","","",""
"16195165","Muscle hypertrophy, strength development, and serum hormones during strength training in elderly women with fibromyalgia","Valkeinen H, Häkkinen K, Pakarinen A, Hannonen P, Häkkinen A, Airaksinen O, Niemitukia L, Kraemer WJ, Alén M.","Scand J Rheumatol. 2005 Jul-Aug;34(4):309-14. doi: 10.1080/03009740510018697.","Valkeinen H","Scand J Rheumatol","2005","2005/10/01","","","10.1080/03009740510018697"
"31773821","The effects of long-term muscle disuse on neuromuscular function in unilateral transtibial amputees","Sibley AR, Strike S, Moudy SC, Tillin NA.","Exp Physiol. 2020 Mar;105(3):408-418. doi: 10.1113/EP088087. Epub 2020 Feb 6.","Sibley AR","Exp Physiol","2020","2019/11/28","","","10.1113/EP088087"
"16779833","Relative contributions of muscle activation and muscle size to plantarflexor torque during rehabilitation after immobilization","Stevens JE, Pathare NC, Tillman SM, Scarborough MT, Gibbs CP, Shah P, Jayaraman A, Walter GA, Vandenborne K.","J Orthop Res. 2006 Aug;24(8):1729-36. doi: 10.1002/jor.20153.","Stevens JE","J Orthop Res","2006","2006/06/17","","","10.1002/jor.20153"
"33775526","Progressive hyperthermia elicits distinct responses in maximum and rapid torque production","Gordon RJFH, Tyler CJ, Castelli F, Diss CE, Tillin NA.","J Sci Med Sport. 2021 Aug;24(8):811-817. doi: 10.1016/j.jsams.2021.03.007. Epub 2021 Mar 19.","Gordon RJFH","J Sci Med Sport","2021","2021/03/29","","","10.1016/j.jsams.2021.03.007"
"33191855","Effect of environmental temperature change on the neuromechanical function of the quadriceps muscle","Spillane P, Bampouras TM.","Eur J Sport Sci. 2021 Oct;21(10):1394-1402. doi: 10.1080/17461391.2020.1851773. Epub 2020 Dec 14.","Spillane P","Eur J Sport Sci","2021","2020/11/16","","","10.1080/17461391.2020.1851773"
"32281749","Sex differences in muscle activity emerge during sustained low-intensity contractions but not during intermittent low-intensity contractions","Kavanagh JJ, Smith KA, Minahan CL.","Physiol Rep. 2020 Apr;8(7):e14398. doi: 10.14814/phy2.14398.","Kavanagh JJ","Physiol Rep","2020","2020/04/14","PMC7153036","","10.14814/phy2.14398"
"32078467","Joint and muscle-tendon coordination strategies during submaximal jumping","Wade L, Lichtwark GA, Farris DJ.","J Appl Physiol (1985). 2020 Mar 1;128(3):596-603. doi: 10.1152/japplphysiol.00293.2019. Epub 2020 Feb 20.","Wade L","J Appl Physiol (1985)","2020","2020/02/21","","","10.1152/japplphysiol.00293.2019"
"30096988","Acute effects of aerobic exercise performed with different volumes on strength performance and neuromuscular parameters","Ribeiro N, Ugrinowitsch C, Panissa VLG, Tricoli V.","Eur J Sport Sci. 2019 Apr;19(3):287-294. doi: 10.1080/17461391.2018.1500643. Epub 2018 Aug 10.","Ribeiro N","Eur J Sport Sci","2019","2018/08/12","","","10.1080/17461391.2018.1500643"
"29995227","Determining the potential sites of neural adaptation to cross-education: implications for the cross-education of muscle strength","Frazer AK, Pearce AJ, Howatson G, Thomas K, Goodall S, Kidgell DJ.","Eur J Appl Physiol. 2018 Sep;118(9):1751-1772. doi: 10.1007/s00421-018-3937-5. Epub 2018 Jul 11.","Frazer AK","Eur J Appl Physiol","2018","2018/07/12","","","10.1007/s00421-018-3937-5"
"27981782","Neuromuscular changes and the rapid adaptation following a bout of damaging eccentric exercise","Goodall S, Thomas K, Barwood M, Keane K, Gonzalez JT, St Clair Gibson A, Howatson G.","Acta Physiol (Oxf). 2017 Aug;220(4):486-500. doi: 10.1111/apha.12844. Epub 2017 Jan 5.","Goodall S","Acta Physiol (Oxf)","2017","2016/12/17","","","10.1111/apha.12844"
"26584478","Acute and delayed peripheral and central neuromuscular alterations induced by a short and intense downhill trail run","Giandolini M, Horvais N, Rossi J, Millet GY, Morin JB, Samozino P.","Scand J Med Sci Sports. 2016 Nov;26(11):1321-1333. doi: 10.1111/sms.12583. Epub 2015 Nov 19.","Giandolini M","Scand J Med Sci Sports","2016","2015/11/20","","","10.1111/sms.12583"
"27187101","Intensity-Dependent Contribution of Neuromuscular Fatigue after Constant-Load Cycling","Thomas K, Elmeua M, Howatson G, Goodall S.","Med Sci Sports Exerc. 2016 Sep;48(9):1751-60. doi: 10.1249/MSS.0000000000000950.","Thomas K","Med Sci Sports Exerc","2016","2016/05/18","","","10.1249/MSS.0000000000000950"
"26205982","Obesity-related differences in neuromuscular fatigue in adolescent girls","Garcia-Vicencio S, Martin V, Kluka V, Cardenoux C, Jegu AG, Fourot AV, Coudeyre E, Ratel S.","Eur J Appl Physiol. 2015 Nov;115(11):2421-32. doi: 10.1007/s00421-015-3222-9. Epub 2015 Jul 24.","Garcia-Vicencio S","Eur J Appl Physiol","2015","2015/07/25","","","10.1007/s00421-015-3222-9"
"25361617","Modulation of exercise-induced spinal loop properties in response to oxygen availability","Rupp T, Racinais S, Bringard A, Lapole T, Perrey S.","Eur J Appl Physiol. 2015 Mar;115(3):471-82. doi: 10.1007/s00421-014-3032-5. Epub 2014 Nov 1.","Rupp T","Eur J Appl Physiol","2015","2014/11/02","","","10.1007/s00421-014-3032-5"
"23349681","Muscle activity and inactivity periods during normal daily life","Tikkanen O, Haakana P, Pesola AJ, Häkkinen K, Rantalainen T, Havu M, Pullinen T, Finni T.","PLoS One. 2013;8(1):e52228. doi: 10.1371/journal.pone.0052228. Epub 2013 Jan 18.","Tikkanen O","PLoS One","2013","2013/01/26","PMC3548884","","10.1371/journal.pone.0052228"
"21753022","Diminished capacity to modulate motor activation patterns according to task contributes to thumb deficits following stroke","Triandafilou KM, Fischer HC, Towles JD, Kamper DG, Rymer WZ.","J Neurophysiol. 2011 Oct;106(4):1644-51. doi: 10.1152/jn.00936.2010. Epub 2011 Jul 13.","Triandafilou KM","J Neurophysiol","2011","2011/07/15","","","10.1152/jn.00936.2010"
"21716151","Cold water immersion recovery after simulated collision sport exercise","Pointon M, Duffield R.","Med Sci Sports Exerc. 2012 Feb;44(2):206-16. doi: 10.1249/MSS.0b013e31822b0977.","Pointon M","Med Sci Sports Exerc","2012","2011/07/01","","","10.1249/MSS.0b013e31822b0977"
"17054963","Lumbosacral orthoses reduce trunk muscle activity in a postural control task","Cholewicki J, Reeves NP, Everding VQ, Morrisette DC.","J Biomech. 2007;40(8):1731-6. doi: 10.1016/j.jbiomech.2006.08.005. Epub 2006 Oct 18.","Cholewicki J","J Biomech","2007","2006/10/24","","","10.1016/j.jbiomech.2006.08.005"
"11465745","Asymmetry of motor cortex excitability during a simple motor task: relationships with handedness and manual performance","Brouwer B, Sale MV, Nordstrom MA.","Exp Brain Res. 2001 Jun;138(4):467-76. doi: 10.1007/s002210100730.","Brouwer B","Exp Brain Res","2001","2001/07/24","","","10.1007/s002210100730"
"34787048","Lower knee flexion and hip extension rate of torque development in athletes with previous hamstring strain injury","Buhmann R, Trajano GS, Kerr GK, Shield AJ.","J Sports Sci. 2021 Nov 17:1-8. doi: 10.1080/02640414.2021.2003981. Online ahead of print.","Buhmann R","J Sports Sci","2021","2021/11/17","","","10.1080/02640414.2021.2003981"
"34147852","Different plantar flexors neuromuscular and mechanical characteristics depending on the preferred running form","Grosprêtre S, Gimenez P, Thouvenot A, Patoz A, Lussiana T, Mourot L.","J Electromyogr Kinesiol. 2021 Aug;59:102568. doi: 10.1016/j.jelekin.2021.102568. Epub 2021 Jun 16.","Grosprêtre S","J Electromyogr Kinesiol","2021","2021/06/20","","","10.1016/j.jelekin.2021.102568"
"32382067","Alterations to neuromuscular properties of skeletal muscle are temporally dissociated from the oxygen uptake slow component","Gajanand T, Conde Alonso S, Ramos JS, Antonietti JP, Borrani F.","Sci Rep. 2020 May 7;10(1):7728. doi: 10.1038/s41598-020-64395-5.","Gajanand T","Sci Rep","2020","2020/05/09","PMC7206089","","10.1038/s41598-020-64395-5"
"31918365","Active recovery has a positive and acute effect on recovery from fatigue induced by repeated maximal voluntary contractions of the plantar flexors","Akagi R, Imaizumi N, Sato S, Hirata N, Tanimoto H, Hirata K.","J Electromyogr Kinesiol. 2020 Feb;50:102384. doi: 10.1016/j.jelekin.2019.102384. Epub 2019 Dec 26.","Akagi R","J Electromyogr Kinesiol","2020","2020/01/10","","","10.1016/j.jelekin.2019.102384"
"26639349","Heavy-resistance exercise-induced increases in jump performance are not explained by changes in neuromuscular function","Thomas K, Toward A, West DJ, Howatson G, Goodall S.","Scand J Med Sci Sports. 2017 Jan;27(1):35-44. doi: 10.1111/sms.12626. Epub 2015 Dec 6.","Thomas K","Scand J Med Sci Sports","2017","2015/12/08","","","10.1111/sms.12626"
"25351788","The effect of pH on fatigue during submaximal isometric contractions of the human calf muscle","Siegler JC, Marshall P, Pouslen MK, Nielsen NP, Kennedy D, Green S.","Eur J Appl Physiol. 2015 Mar;115(3):565-77. doi: 10.1007/s00421-014-3027-2. Epub 2014 Oct 29.","Siegler JC","Eur J Appl Physiol","2015","2014/10/30","","","10.1007/s00421-014-3027-2"
"21891876","Evoked spinal reflexes and force development in elite athletes with middle-portion Achilles tendinopathy","Wang HK, Lin KH, Wu YK, Chi SC, Shih TT, Huang YC.","J Orthop Sports Phys Ther. 2011 Oct;41(10):785-94. doi: 10.2519/jospt.2011.3564. Epub 2011 Sep 4.","Wang HK","J Orthop Sports Phys Ther","2011","2011/09/06","","","10.2519/jospt.2011.3564"
"17006663","Quadriceps femoris muscle voluntary isometric force production and relaxation characteristics before and 6 months after unilateral total knee arthroplasty in women","Gapeyeva H, Buht N, Peterson K, Ereline J, Haviko T, Pääsuke M.","Knee Surg Sports Traumatol Arthrosc. 2007 Feb;15(2):202-11. doi: 10.1007/s00167-006-0166-y. Epub 2006 Sep 28.","Gapeyeva H","Knee Surg Sports Traumatol Arthrosc","2007","2006/09/29","","","10.1007/s00167-006-0166-y"
"16129451","Change of facilitation during voluntary bilateral hand activation after stroke","Renner CI, Woldag H, Atanasova R, Hummelsheim H.","J Neurol Sci. 2005 Dec 15;239(1):25-30. doi: 10.1016/j.jns.2005.07.005. Epub 2005 Aug 29.","Renner CI","J Neurol Sci","2005","2005/09/01","","","10.1016/j.jns.2005.07.005"
"15514506","Effects of recovery modes after knee extensor muscles eccentric contractions","Martin V, Millet GY, Lattier G, Perrod L.","Med Sci Sports Exerc. 2004 Nov;36(11):1907-15. doi: 10.1249/01.mss.0000145526.43208.08.","Martin V","Med Sci Sports Exerc","2004","2004/10/30","","","10.1249/01.mss.0000145526.43208.08"
"30319437","A Moderate Supplementation of Native Whey Protein Promotes Better Muscle Training and Recovery Adaptations Than Standard Whey Protein - A 12-Week Electrical Stimulation and Plyometrics Training Study","Garcia-Vicencio S, Ratel S, Gryson C, Masgrau A, Piponnier E, Brasy J, Ruyet PL, Bucas M, Barachon N, Visseaux V, Connan Y, Montel F, Lahaye C, Boirie Y, Martin V.","Front Physiol. 2018 Sep 19;9:1312. doi: 10.3389/fphys.2018.01312. eCollection 2018.","Garcia-Vicencio S","Front Physiol","2018","2018/10/16","PMC6168738","","10.3389/fphys.2018.01312"
"30067591","Neuromuscular Fatigue and Recovery after Heavy Resistance, Jump, and Sprint Training","Thomas K, Brownstein CG, Dent J, Parker P, Goodall S, Howatson G.","Med Sci Sports Exerc. 2018 Dec;50(12):2526-2535. doi: 10.1249/MSS.0000000000001733.","Thomas K","Med Sci Sports Exerc","2018","2018/08/02","","","10.1249/MSS.0000000000001733"
"29389835","Effects of Acute Salbutamol Intake on Peripheral and Central Fatigue in Trained Men","Laurent J, Guinot M, LE Roux Mallouf T, Marillier M, Larribaut J, Verges S.","Med Sci Sports Exerc. 2018 Jun;50(6):1267-1276. doi: 10.1249/MSS.0000000000001565.","Laurent J","Med Sci Sports Exerc","2018","2018/02/02","","","10.1249/MSS.0000000000001565"
"28807991","Torque depression following active shortening is associated with a modulation of cortical and spinal excitation: a history-dependent study","Grant J, McNeil CJ, Bent LR, Power GA.","Physiol Rep. 2017 Aug;5(15):e13367. doi: 10.14814/phy2.13367.","Grant J","Physiol Rep","2017","2017/08/16","PMC5555893","","10.14814/phy2.13367"
"26440505","Sex differences in fatigability of dynamic contractions","Hunter SK.","Exp Physiol. 2016 Feb;101(2):250-5. doi: 10.1113/EP085370. Epub 2015 Nov 17.","Hunter SK","Exp Physiol","2016","2015/10/07","PMC5777316","NIHMS924668","10.1113/EP085370"
"26102259","Effect of Practical Precooling on Neuromuscular Function and 5-km Time-Trial Performance in Hot, Humid Conditions Among Well-Trained Male Runners","Randall CA, Ross EZ, Maxwell NS.","J Strength Cond Res. 2015 Jul;29(7):1925-36. doi: 10.1519/JSC.0000000000000840.","Randall CA","J Strength Cond Res","2015","2015/06/24","","","10.1519/JSC.0000000000000840"
"25449860","Effects of short-term training combining strength and balance exercises on maximal strength and upright standing steadiness in elderly adults","Penzer F, Duchateau J, Baudry S.","Exp Gerontol. 2015 Jan;61:38-46. doi: 10.1016/j.exger.2014.11.013. Epub 2014 Nov 20.","Penzer F","Exp Gerontol","2015","2014/12/03","","","10.1016/j.exger.2014.11.013"
"24981113","Acute effects of passive stretching of the plantarflexor muscles on neuromuscular function: the influence of age","Ryan ED, Herda TJ, Costa PB, Herda AA, Cramer JT.","Age (Dordr). 2014;36(4):9672. doi: 10.1007/s11357-014-9672-x. Epub 2014 Jul 1.","Ryan ED","Age (Dordr)","2014","2014/07/02","PMC4150889","","10.1007/s11357-014-9672-x"
"23599395","Effect of passive whole body heating on central conduction and cortical excitability in multiple sclerosis patients and healthy controls","White AT, Vanhaitsma TA, Vener J, Davis SL.","J Appl Physiol (1985). 2013 Jun 15;114(12):1697-704. doi: 10.1152/japplphysiol.01119.2012. Epub 2013 Apr 18.","White AT","J Appl Physiol (1985)","2013","2013/04/20","PMC3680823","","10.1152/japplphysiol.01119.2012"
"23559124","Effect of salbutamol on neuromuscular function in endurance athletes","Decorte N, Bachasson D, Guinot M, Flore P, Levy P, Verges S, Wuyam B.","Med Sci Sports Exerc. 2013 Oct;45(10):1925-32. doi: 10.1249/MSS.0b013e3182951d2d.","Decorte N","Med Sci Sports Exerc","2013","2013/04/06","","","10.1249/MSS.0b013e3182951d2d"
"22818404","Computing motor unit number index of the first dorsal interosseous muscle with two different contraction tasks","Zhou P, Li X, Rymer WZ.","Med Eng Phys. 2012 Oct;34(8):1209-12. doi: 10.1016/j.medengphy.2012.06.011. Epub 2012 Jul 18.","Zhou P","Med Eng Phys","2012","2012/07/24","PMC3514832","NIHMS395600","10.1016/j.medengphy.2012.06.011"
"22696539","Time-dependent effect of acute hypoxia on corticospinal excitability in healthy humans","Rupp T, Jubeau M, Wuyam B, Perrey S, Levy P, Millet GY, Verges S.","J Neurophysiol. 2012 Sep;108(5):1270-7. doi: 10.1152/jn.01162.2011. Epub 2012 Jun 13.","Rupp T","J Neurophysiol","2012","2012/06/15","","","10.1152/jn.01162.2011"
"20131063","The influence of muscle length on the fatigue-related reduction in joint range of motion of the human dorsiflexors","Cheng AJ, Davidson AW, Rice CL.","Eur J Appl Physiol. 2010 Jun;109(3):405-15. doi: 10.1007/s00421-010-1364-3. Epub 2010 Feb 4.","Cheng AJ","Eur J Appl Physiol","2010","2010/02/05","","","10.1007/s00421-010-1364-3"
"18506720","Reference jitter values for concentric needle electrodes in voluntarily activated extensor digitorum communis and orbicularis oculi muscles","Kouyoumdjian JA, Stålberg EV.","Muscle Nerve. 2008 Jun;37(6):694-9. doi: 10.1002/mus.21043.","Kouyoumdjian JA","Muscle Nerve","2008","2008/05/29","","","10.1002/mus.21043"
"18317369","Caffeine effects on short-term performance during prolonged exercise in the heat","Del Coso J, Estevez E, Mora-Rodriguez R.","Med Sci Sports Exerc. 2008 Apr;40(4):744-51. doi: 10.1249/MSS.0b013e3181621336.","Del Coso J","Med Sci Sports Exerc","2008","2008/03/05","","","10.1249/MSS.0b013e3181621336"
"12021815","Reduced intracortical inhibition and facilitation of corticospinal neurons in musicians","Nordstrom MA, Butler SL.","Exp Brain Res. 2002 Jun;144(3):336-42. doi: 10.1007/s00221-002-1051-7. Epub 2002 Apr 13.","Nordstrom MA","Exp Brain Res","2002","2002/05/22","","","10.1007/s00221-002-1051-7"
"32474916","Neurophysiological impairments in multiple sclerosis-Central and peripheral motor pathways","Mamoei S, Hvid LG, Boye Jensen H, Zijdewind I, Stenager E, Dalgas U.","Acta Neurol Scand. 2020 Nov;142(5):401-417. doi: 10.1111/ane.13289. Epub 2020 Jun 23.","Mamoei S","Acta Neurol Scand","2020","2020/06/01","","","10.1111/ane.13289"
